PassengerId,Survived
1081,0.275083282974
1082,0.233661389099
1083,0.38574746381
1084,0.0351504885181
1085,0.245242497746
1086,0.510945727797
1087,0.102188199229
1088,0.766515942356
1089,0.6248523723
1090,0.273936087399
1091,0.580634368332
1092,0.652579655509
1093,0.332106243687
1094,0.436803620852
1095,1.00597623745
1096,0.273936087399
1097,0.458074843808
1098,0.68064331225
1099,0.273936087399
1100,1.00055057661
1101,0.102207288564
1102,0.108920309964
1103,0.0701992063345
1104,0.315598328229
1105,0.645511154345
1106,0.351644366225
1107,0.326841078993
1108,0.649082636295
1109,0.300152257682
1110,0.903944775961
1111,0.0706580845644
1112,0.810483339418
1113,0.102278047587
1114,0.783883691278
1115,0.102161400741
1116,0.902326546468
1117,0.585447742381
1118,0.102161400741
1119,0.649023349227
1120,0.00741530047502
1121,0.275083282974
1122,0.311697863275
1123,0.927567413737
1124,0.0541775481782
1125,0.139135032416
1126,0.463205544759
1127,0.102188199229
1128,0.366927938402
1129,0.174345381291
1130,0.714943563201
1131,0.891181071096
1132,0.902452737981
1133,0.623828127856
1134,0.358663548384
1135,0.070583516852
1136,-0.0405683518316
1137,0.283750015557
1138,0.788701912691
1139,0.103093333824
1140,0.743608992977
1141,0.608603033783
1142,0.97132634922
1143,0.102220687808
1144,0.493260187414
1145,0.10286311733
1146,0.10294342102
1147,0.0704286454494
1148,0.139075745349
1149,0.102278047587
1150,0.785030886852
1151,0.102151856073
1152,0.0591812481722
1153,0.102188199229
1154,0.718713818879
1155,0.829102266465
1156,0.347408735683
1157,0.0705873255413
1158,0.373816629834
1159,0.0704286454494
1160,0.580605688443
1161,0.115312022851
1162,0.414311440576
1163,0.139075745349
1164,1.00320779129
1165,0.605192344645
1166,0.142725418269
1167,0.743608992977
1168,0.273936087399
1169,0.233661389099
1170,0.231366997949
1171,0.273936087399
1172,0.612506714381
1173,0.319885059065
1174,0.649023349227
1175,0.902953489289
1176,0.832786691549
1177,0.101910945003
1178,0.0702909819805
1179,0.395799679665
1180,0.142727345558
1181,0.0706580845644
1182,0.391988207736
1183,0.680276209666
1184,0.142727345558
1185,0.262061510028
1186,0.10294342102
1187,0.102207288564
1188,1.05011817628
1189,0.0545835142519
1190,0.426315552315
1191,0.102188199229
1192,0.102151856073
1193,0.316848001279
1194,0.145203545045
1195,0.102559110502
1196,0.649023349227
1197,0.746629339106
1198,0.356686427455
1199,0.365241833762
1200,0.267403632716
1201,0.469520523949
1202,0.115312022851
1203,0.174345381291
1204,0.0704401174052
1205,0.68064331225
1206,0.95197143496
1207,0.693388561332
1208,0.399632556946
1209,0.273936087399
1210,0.102188199229
1211,0.188797908499
1212,0.102151856073
1213,0.17434730858
1214,0.275083282974
1215,0.417619809859
1216,1.01236237464
1217,0.101819169357
1218,0.679487086314
1219,0.416127818273
1220,0.233661389099
1221,0.275083282974
1222,0.626925555907
1223,0.491511184527
1224,0.142725418269
1225,0.60536087739
1226,0.102207288564
1227,0.417367426833
1228,0.275083282974
1229,0.103441458308
1230,0.283572530226
1231,0.142727345558
1232,0.286688999748
1233,0.102062007716
1234,-0.267584541388
1235,1.08937605761
1236,-0.0092223868527
1237,0.624795012522
1238,0.275083282974
1239,0.684294912458
1240,0.275312722089
1241,0.788701912691
1242,0.883353085762
1243,0.273936087399
1244,0.315598328229
1245,0.0825539511586
1246,0.797500109771
1247,0.319269588201
1248,0.746134420546
1249,0.0705797081627
1250,0.139075745349
1251,0.568279927325
1252,-0.30675236611
1253,0.785651563902
1254,0.788701912691
1255,0.102559110502
1256,0.965883783272
1257,0.242363062491
1258,0.0986573113055
1259,0.626743411462
1260,0.881536708064
1261,0.347923046403
1262,0.227007654766
1263,1.04954922689
1264,0.307338754224
1265,0.176985444342
1266,0.772009113906
1267,1.0101304419
1268,0.517732092654
1269,0.274394965629
1270,0.330282665717
1271,0.150352194162
1272,0.139075745349
1273,0.170754995439
1274,0.583565453025
1275,0.568532310352
1276,0.243405960173
1277,0.690599393669
1278,0.102151856073
1279,0.176985444342
1280,0.170695708371
1281,0.228460248416
1282,0.448341707348
1283,0.799913235223
1284,0.0497234240673
1285,0.175838248767
1286,-0.0689239868779
1287,0.908282492011
1288,0.170466269256
1289,0.843235186152
1290,0.102151856073
1291,0.170688045105
1292,0.991037936193
1293,0.231366997949
1294,0.979634546696
1295,0.439802669831
1296,0.345117823239
1297,0.347924973692
1298,0.226548776536
1299,0.393997172083
1300,0.649009949983
1301,0.829832662944
1302,0.649023349227
1303,0.977851250812
1304,0.612099459952
1305,0.0706580845644
1306,1.03780194421
1307,0.101910945003
1308,0.0706580845644
1309,0.0668295241853
